voter,position,book,author,top100
"Mohamed, Nadifa",4,The Translator,"Aboulela, Leila",FALSE
"Obioma, Chigozie",3,Arrow of God,"Achebe, Chinua",FALSE
"Roberts, Adam",3,Things Fall Apart,"Achebe, Chinua",TRUE
"Mabanckou, Alain",1,Things Fall Apart,"Achebe, Chinua",TRUE
"Markovits, Ben",5,Things Fall Apart,"Achebe, Chinua",TRUE
"Armitstead, Claire",6,Things Fall Apart,"Achebe, Chinua",TRUE
"Messud, Claire",4,Things Fall Apart,"Achebe, Chinua",TRUE
"Owusu, Derek",5,Things Fall Apart,"Achebe, Chinua",TRUE
"Evans, Diana",4,Things Fall Apart,"Achebe, Chinua",TRUE
"Loffhagen, Emma",3,Things Fall Apart,"Achebe, Chinua",TRUE
"Maarouf, Mazen",6,Things Fall Apart,"Achebe, Chinua",TRUE
"Donkor, Michael",8,Things Fall Apart,"Achebe, Chinua",TRUE
"Walter, Natasha",5,Things Fall Apart,"Achebe, Chinua",TRUE
"Waters, Sarah",10,Things Fall Apart,"Achebe, Chinua",TRUE
"Rustin, Susanna",4,Things Fall Apart,"Achebe, Chinua",TRUE
"Anam, Tahmima",4,Things Fall Apart,"Achebe, Chinua",TRUE
"Silcox, Beejay",6,The Hitch Hiker's Guide to the Galaxy,"Adams, Douglas",FALSE
"Haig, Matt",8,The Hitch Hiker's Guide to the Galaxy,"Adams, Douglas",FALSE
"Johnson, Daisy",8,Watership Down,"Adams, Richard",FALSE
"Day, Elizabeth",9,Americanah,"Adichie, Chimamanda Ngozi",FALSE
"Knight, Lucy",4,Americanah,"Adichie, Chimamanda Ngozi",FALSE
"Northedge, Charlotte",9,Half of a Yellow Sun,"Adichie, Chimamanda Ngozi",TRUE
"Evans, Diana",9,Half of a Yellow Sun,"Adichie, Chimamanda Ngozi",TRUE
"Loffhagen, Emma",2,Half of a Yellow Sun,"Adichie, Chimamanda Ngozi",TRUE
"Viner, Katharine",9,Half of a Yellow Sun,"Adichie, Chimamanda Ngozi",TRUE
"Dawoor, Yagnishsing",6,Half of a Yellow Sun,"Adichie, Chimamanda Ngozi",TRUE
"Edwards, Jack",10,Martyr!,"Akbar, Kaveh",FALSE
"Thayil, Jeet",2,The Divine Comedy,"Alighieri, Dante",FALSE
"Evans, Diana",2,The House of the Spirits,"Allende, Isabel",FALSE
"Creamer, Ella",7,In the Time of the Butterflies,"Alvarez, Julia",FALSE
"Boyne, John",8,Lucky Jim,"Amis, Kingsley",FALSE
"Rankin, Ian",8,Money,"Amis, Martin",FALSE
"Power, Kevin",4,Money,"Amis, Martin",FALSE
"Stibbe, Nina",7,Money,"Amis, Martin",FALSE
"Harrison, Melissa",10,The Information,"Amis, Martin",FALSE
"Sampson, Fiona",2,The Bridge on the Drina,"Andrić, Ivo",FALSE
"Rashid, Tanjll",7,One Thousand and One Nights,Anonymous,FALSE
"Maarouf, Mazen",5,One Thousand and One Nights,Anonymous,FALSE
"Thayil, Jeet",1,Rig Veda,Anonymous,FALSE
"Rankin, Ian",10,Life After Life,"Atkinson, Kate",FALSE
"Osman, Richard",5,Life After Life,"Atkinson, Kate",FALSE
"Enright, Anne",6,The Handmaid's Tale,"Atwood, Margaret",TRUE
"Akbar, Arifa",10,The Handmaid's Tale,"Atwood, Margaret",TRUE
"Silcox, Beejay",4,The Handmaid's Tale,"Atwood, Margaret",TRUE
"Northedge, Charlotte",7,The Handmaid's Tale,"Atwood, Margaret",TRUE
"Sturges, Fiona",10,The Handmaid's Tale,"Atwood, Margaret",TRUE
"Allardice, Lisa",4,The Handmaid's Tale,"Atwood, Margaret",TRUE
"Tuttle, Lisa",1,The Handmaid's Tale,"Atwood, Margaret",TRUE
"Collins, Sara",2,The Handmaid's Tale,"Atwood, Margaret",TRUE
"Cain, Sian",5,The Handmaid's Tale,"Atwood, Margaret",TRUE
"O’Farrell, Maggie",6,The Patrick Melrose Novels,"Aubyn, Edward St",FALSE
"Edemariam, Aida",4,Emma,"Austen, Jane",TRUE
"Smith, Ali",9,Emma,"Austen, Jane",TRUE
"Morrison, Blake",8,Emma,"Austen, Jane",TRUE
"Higgins, Charlotte",5,Emma,"Austen, Jane",TRUE
"Armitstead, Claire",2,Emma,"Austen, Jane",TRUE
"Clark, Clare",5,Emma,"Austen, Jane",TRUE
"Loffhagen, Emma",6,Emma,"Austen, Jane",TRUE
"Patterson, Ian",3,Emma,"Austen, Jane",TRUE
"Edwards, Jack",2,Emma,"Austen, Jane",TRUE
"Mullan, John",1,Emma,"Austen, Jane",TRUE
"Rundell, Katherine",1,Emma,"Austen, Jane",TRUE
"Wilson, Laura",2,Emma,"Austen, Jane",TRUE
"Spencer, Liese",1,Emma,"Austen, Jane",TRUE
"Moore, Lorrie",9,Emma,"Austen, Jane",TRUE
"Dolan, Naoise",4,Emma,"Austen, Jane",TRUE
"Churchwell, Sarah",7,Emma,"Austen, Jane",TRUE
"Rustin, Susanna",2,Emma,"Austen, Jane",TRUE
"Boyd, William",3,Emma,"Austen, Jane",TRUE
"Needham, Alex",6,Mansfield Park,"Austen, Jane",TRUE
"Markovits, Ben",2,Mansfield Park,"Austen, Jane",TRUE
"Meek, James",9,Mansfield Park,"Austen, Jane",TRUE
"Cook, Jude",1,Mansfield Park,"Austen, Jane",TRUE
"Crewe, Tom",6,Mansfield Park,"Austen, Jane",TRUE
"Craig, Amanda",4,Persuasion,"Austen, Jane",TRUE
"Northedge, Charlotte",2,Persuasion,"Austen, Jane",TRUE
"Nicholls, David",1,Persuasion,"Austen, Jane",TRUE
"Birch, Dinah",2,Persuasion,"Austen, Jane",TRUE
"Johnston, Freya",4,Persuasion,"Austen, Jane",TRUE
"Calder, Jem",6,Persuasion,"Austen, Jane",TRUE
"Jordan, Justine",3,Persuasion,"Austen, Jane",TRUE
"King, Lily",5,Persuasion,"Austen, Jane",TRUE
"Allardice, Lisa",10,Persuasion,"Austen, Jane",TRUE
"Tuttle, Lisa",5,Persuasion,"Austen, Jane",TRUE
"Laing, Olivia",4,Persuasion,"Austen, Jane",TRUE
"Ellis, Samantha",7,Persuasion,"Austen, Jane",TRUE
"Moss, Sarah",10,Persuasion,"Austen, Jane",TRUE
"Bari, Shahidha",7,Persuasion,"Austen, Jane",TRUE
"Anam, Tahmima",5,Persuasion,"Austen, Jane",TRUE
"Hadley, Tessa",5,Persuasion,"Austen, Jane",TRUE
"Li, Yiyun",2,Persuasion,"Austen, Jane",TRUE
"Soueif, Ahdaf",7,Pride and Prejudice,"Austen, Jane",TRUE
"Okri, Ben",4,Pride and Prejudice,"Austen, Jane",TRUE
"Day, Elizabeth",2,Pride and Prejudice,"Austen, Jane",TRUE
"Edugyan, Esi",1,Pride and Prejudice,"Austen, Jane",TRUE
"McEwan, Ian",6,Pride and Prejudice,"Austen, Jane",TRUE
"Egan, Jennifer",2,Pride and Prejudice,"Austen, Jane",TRUE
"Mullan, John",10,Pride and Prejudice,"Austen, Jane",TRUE
"Hughes, Kathryn",4,Pride and Prejudice,"Austen, Jane",TRUE
"King, Lily",6,Pride and Prejudice,"Austen, Jane",TRUE
"Knight, Lucy",8,Pride and Prejudice,"Austen, Jane",TRUE
"Theroux, Marcel",4,Pride and Prejudice,"Austen, Jane",TRUE
"Rosoff, Meg",8,Pride and Prejudice,"Austen, Jane",TRUE
"Chabon, Michael",4,Pride and Prejudice,"Austen, Jane",TRUE
"Saniee, Parinoush",6,Pride and Prejudice,"Austen, Jane",TRUE
"Collins, Sara",3,Pride and Prejudice,"Austen, Jane",TRUE
"Churchwell, Sarah",4,Pride and Prejudice,"Austen, Jane",TRUE
"Hustvedt, Siri",6,Pride and Prejudice,"Austen, Jane",TRUE
"Poole, Steven",5,Pride and Prejudice,"Austen, Jane",TRUE
"van der Wouden, Yael",1,Pride and Prejudice,"Austen, Jane",TRUE
"Lianke, Yan",10,Pride and Prejudice,"Austen, Jane",TRUE
"Solomon, Andrew",10,Sense and Sensibility,"Austen, Jane",FALSE
"Mendelson, Charlotte",9,Sense and Sensibility,"Austen, Jane",FALSE
"Viner, Katharine",3,Sense and Sensibility,"Austen, Jane",FALSE
"Sturges, Fiona",3,Leviathan,"Auster, Paul",FALSE
"Kent, Christobel",10,The Birthday Boys,"Bainbridge, Beryl",FALSE
"Evans, Diana",10,Another Country,"Baldwin, James",FALSE
"Sams, Saba",9,Another Country,"Baldwin, James",FALSE
"Myers, Benjamin",6,Giovanni's Room,"Baldwin, James",TRUE
"Mendelson, Charlotte",8,Giovanni's Room,"Baldwin, James",TRUE
"Barr, Damian",1,Giovanni's Room,"Baldwin, James",TRUE
"Gunaratne, Guy",9,Giovanni's Room,"Baldwin, James",TRUE
"Dolan, Naoise",6,Giovanni's Room,"Baldwin, James",TRUE
"Osman, Richard",9,Giovanni's Room,"Baldwin, James",TRUE
"Mackintosh, Sophie",6,Giovanni's Room,"Baldwin, James",TRUE
"Owusu, Derek",4,Go Tell It on the Mountain,"Baldwin, James",TRUE
"Mengiste, Maaza",10,Go Tell It on the Mountain,"Baldwin, James",TRUE
"Stibbe, Nina",6,Go Tell It on the Mountain,"Baldwin, James",TRUE
"Bari, Shahidha",6,Go Tell It on the Mountain,"Baldwin, James",TRUE
"Edemariam, Aida",7,If Beale Street Could Talk,"Baldwin, James",FALSE
"Younis, Nussaibah",8,Mammoth,"Baltasar, Eva",FALSE
"Crewe, Tom",4,Cousin Bette,"Balzac, Honoré de",FALSE
"Chaudhuri, Amit",5,Pather Panchali,"Bandyopadhyay, Bibhutibhushan",FALSE
"Rashid, Tanjll",9,Pather Panchali,"Bandyopadhyay, Bibhutibhushan",FALSE
"Mosse, Kate",8,The Amazing Mr Blunden,"Barber, Antonia",FALSE
"Allan, Nina",9,Darkmans,"Barker, Nicola",FALSE
"Myers, Benjamin",5,Union Street,"Barker, Pat",FALSE
"Elkin, Lauren",2,Nightwood,"Barnes, Djuna",FALSE
"Newman, Sandra",10,Nightwood,"Barnes, Djuna",FALSE
"Hughes, Kathryn",9,Flaubert's Parrot,"Barnes, Julian",FALSE
"Haynes, Natalie",9,The Noise of Time,"Barnes, Julian",FALSE
"Laing, Olivia",2,The Garden of the Finzi-Continis,"Bassani, Giorgio",FALSE
"Younis, Nussaibah",7,Big Swiss,"Beagin, Jen",FALSE
"Younis, Nussaibah",4,The Sellout,"Beatty, Paul",FALSE
"Bari, Shahidha",9,The Sellout,"Beatty, Paul",FALSE
"Knight, Lucy",2,Fun Home,"Bechdel, Alison",FALSE
"van der Wouden, Yael",9,Fun Home,"Bechdel, Alison",FALSE
"Patterson, Ian",5,Molloy,"Beckett, Samuel",FALSE
"Gunaratne, Guy",4,Murphy,"Beckett, Samuel",FALSE
"Jordan, Justine",7,Samuel Beckett Trilogy Molloy; Malone Dies; the Unnamable,"Beckett, Samuel",FALSE
"Shariatmadari, David",7,A Compass Error,"Bedford, Sybille",FALSE
"Cook, Jude",8,Herzog,"Bellow, Saul",FALSE
"Power, Kevin",9,Herzog,"Bellow, Saul",FALSE
"Goddard, Kieran",7,Herzog,"Bellow, Saul",FALSE
"Barekat, Houman",8,Humboldt's Gift,"Bellow, Saul",FALSE
"Markovits, Ben",10,Seize the Day,"Bellow, Saul",FALSE
"Gunaratne, Guy",8,The Adventures of Augie March,"Bellow, Saul",FALSE
"Jasanoff, Maya",9,The Adventures of Augie March,"Bellow, Saul",FALSE
"Evaristo, Bernardine",7,The Vanishing Half,"Bennett, Brit",FALSE
"Sampson, Fiona",7,Pig Earth,"Berger, John",FALSE
"Barekat, Houman",9,The Loser,"Bernhard, Thomas",FALSE
"Broder, Melissa",4,Woodcutters,"Bernhard, Thomas",FALSE
"Owusu, Derek",9,The Coming Bad Days,"Bernstein, Sarah",FALSE
"Carty-Williams, Candice",8,Noughts & Crosses,"Blackman, Malorie",FALSE
"Moore, Lorrie",7,The Decameron of Boccaccio,"Boccaccio, Giovanni",FALSE
"Power, Chris",5,2666,"Bolaño, Roberto",FALSE
"Thayil, Jeet",5,2666,"Bolaño, Roberto",FALSE
"Sands, Philippe",5,By Night in Chile,"Bolaño, Roberto",FALSE
"Elkin, Lauren",9,Heat of the Day,"Bowen, Elizabeth",FALSE
"Patterson, Ian",10,The Death of the Heart,"Bowen, Elizabeth",FALSE
"Meek, James",10,The Death of the Heart,"Bowen, Elizabeth",FALSE
"Hadley, Tessa",10,The Death of the Heart,"Bowen, Elizabeth",FALSE
"Dunthorne, Joe",5,Two Serious Ladies,"Bowles, Jane",FALSE
"Harrison, M. John",5,The Spider's House,"Bowles, Paul",FALSE
"Harris, Joanne",1,Farenheit 451,"Bradbury, Ray",FALSE
"Myers, Benjamin",4,Trout Fishing in America,"Brautigan, Richard",FALSE
"Ellis, Samantha",2,The Tenant of Wildfell Hall,"Brontë, Anne",FALSE
"Morrison, Blake",2,Jane Eyre,"Brontë, Charlotte",TRUE
"Armitstead, Claire",9,Jane Eyre,"Brontë, Charlotte",TRUE
"Birch, Dinah",4,Jane Eyre,"Brontë, Charlotte",TRUE
"Ní Ghríofa, Doireann",2,Jane Eyre,"Brontë, Charlotte",TRUE
"Batuman, Elif",10,Jane Eyre,"Brontë, Charlotte",TRUE
"Sturges, Fiona",4,Jane Eyre,"Brontë, Charlotte",TRUE
"Williams, Imogen Russell",6,Jane Eyre,"Brontë, Charlotte",TRUE
"Viner, Katharine",2,Jane Eyre,"Brontë, Charlotte",TRUE
"Hughes, Kathryn",2,Jane Eyre,"Brontë, Charlotte",TRUE
"de Waal, Kit",6,Jane Eyre,"Brontë, Charlotte",TRUE
"Feigel, Lara",10,Jane Eyre,"Brontë, Charlotte",TRUE
"Tuttle, Lisa",7,Jane Eyre,"Brontë, Charlotte",TRUE
"O’Farrell, Maggie",5,Jane Eyre,"Brontë, Charlotte",TRUE
"Haig, Matt",5,Jane Eyre,"Brontë, Charlotte",TRUE
"Kushner, Rachel",7,Jane Eyre,"Brontë, Charlotte",TRUE
"Churchwell, Sarah",3,Jane Eyre,"Brontë, Charlotte",TRUE
"Moss, Sarah",5,Jane Eyre,"Brontë, Charlotte",TRUE
"Mackintosh, Sophie",3,Jane Eyre,"Brontë, Charlotte",TRUE
"Rustin, Susanna",8,Jane Eyre,"Brontë, Charlotte",TRUE
"Anam, Tahmima",7,Jane Eyre,"Brontë, Charlotte",TRUE
"Hadley, Tessa",3,Jane Eyre,"Brontë, Charlotte",TRUE
"Taylor, Catherine",10,Villette,"Brontë, Charlotte",FALSE
"Higgins, Charlotte",7,Villette,"Brontë, Charlotte",FALSE
"Mendelson, Charlotte",6,Villette,"Brontë, Charlotte",FALSE
"Akbar, Arifa",1,Wuthering Heights,"Brontë, Emily",TRUE
"Ní Ghríofa, Doireann",3,Wuthering Heights,"Brontë, Emily",TRUE
"McBride, Eimear",5,Wuthering Heights,"Brontë, Emily",TRUE
"Carson, Jan",3,Wuthering Heights,"Brontë, Emily",TRUE
"Harris, Joanne",5,Wuthering Heights,"Brontë, Emily",TRUE
"Boyne, John",1,Wuthering Heights,"Brontë, Emily",TRUE
"Myerson, Julie",7,Wuthering Heights,"Brontë, Emily",TRUE
"Mosse, Kate",1,Wuthering Heights,"Brontë, Emily",TRUE
"Haig, Matt",2,Wuthering Heights,"Brontë, Emily",TRUE
"Allan, Nina",4,Wuthering Heights,"Brontë, Emily",TRUE
"Ellis, Samantha",1,Wuthering Heights,"Brontë, Emily",TRUE
"Churchwell, Sarah",6,Wuthering Heights,"Brontë, Emily",TRUE
"Bari, Shahidha",1,Wuthering Heights,"Brontë, Emily",TRUE
"Hustvedt, Siri",1,Wuthering Heights,"Brontë, Emily",TRUE
"Boyd, William",10,Wuthering Heights,"Brontë, Emily",TRUE
"Kelly, Stuart",7,Textermination,"Brooke-Rose, Christine",FALSE
"Lee, Hermione",6,Family and Friends,"Brookner, Anita",FALSE
"Gleeson, Sinéad",10,Hotel Du Lac,"Brookner, Anita",FALSE
"Lee, Hermione",1,Latecomers,"Brookner, Anita",FALSE
"Myerson, Julie",9,Strangers,"Brookner, Anita",FALSE
"Higgins, Charlotte",10,The 39 Steps,"Buchan, John",FALSE
"Shafak, Elif",10,The Master and Margarita,"Bulgakov, Mikhail",TRUE
"Theroux, Marcel",9,The Master and Margarita,"Bulgakov, Mikhail",TRUE
"Saniee, Parinoush",8,The Master and Margarita,"Bulgakov, Mikhail",TRUE
"Sands, Philippe",7,The Master and Margarita,"Bulgakov, Mikhail",TRUE
"Rushdie, Salman",9,The Master and Margarita,"Bulgakov, Mikhail",TRUE
"Obioma, Chigozie",8,The Pilgrim's Progress,"Bunyan, John",FALSE
"Mosse, Kate",9,The Pilgrim's Progress,"Bunyan, John",FALSE
"Harrison, M. John",8,Europe After the Rain,"Burns, Alan",FALSE
"Rose, Jacqueline",8,Milkman,"Burns, Anna",FALSE
"Evaristo, Bernardine",10,Kindred,"Butler, Octavia E.",TRUE
"Williams, Imogen Russell",4,Kindred,"Butler, Octavia E.",TRUE
"Tuttle, Lisa",6,Kindred,"Butler, Octavia E.",TRUE
"van der Wouden, Yael",2,Kindred,"Butler, Octavia E.",TRUE
"Silcox, Beejay",10,Parable of the Sower,"Butler, Octavia E.",FALSE
"Mabanckou, Alain",7,The Tartar Steppe,"Buzzati, Dino",FALSE
"Luiselli, Valeria",5,The Tartar Steppe,"Buzzati, Dino",FALSE
"Sturges, Fiona",7,Possession,"Byatt, A. S.",FALSE
"Crown, Sarah",4,Possession,"Byatt, A. S.",FALSE
"Clark, Alex",10,Still Life,"Byatt, A. S.",FALSE
"Clark, Alex",4,If on a Winter's Night a Traveller,"Calvino, Italo",FALSE
"Leith, Sam",5,If on a Winter's Night a Traveller,"Calvino, Italo",FALSE
"Meek, James",5,Invisible Cities,"Calvino, Italo",TRUE
"Self, John",6,Invisible Cities,"Calvino, Italo",TRUE
"Haig, Matt",1,Invisible Cities,"Calvino, Italo",TRUE
"Myers, Benjamin",8,The Baron in the Trees,"Calvino, Italo",FALSE
"Luiselli, Valeria",7,Cartucho,"Campobello, Nellie",FALSE
"Tóibín, Colm",6,The Outsider,"Camus, Albert",TRUE
"Harris, Joanne",4,The Outsider,"Camus, Albert",TRUE
"Edugyan, Esi",4,The Plague,"Camus, Albert",FALSE
"McEwan, Ian",4,The Plague,"Camus, Albert",FALSE
"Liu, Rebecca",10,The Stranger,"Camus, Albert",FALSE
"Murata, Sayaka",1,The Stranger,"Camus, Albert",FALSE
"Allan, Nina",7,In Cold Blood,"Capote, Truman",FALSE
"Dastidar, Rishi",10,Oscar & Lucinda,"Carey, Peter",FALSE
"Dunthorne, Joe",9,True History of the Kelly Gang,"Carey, Peter",FALSE
"Osman, Richard",1,A Month in the Country,"Carr, J. L.",FALSE
"Myers, Benjamin",9,A Month in the Country,"Carr, James Lloyd",FALSE
"Lee, Hermione",9,A Month in the Country,"Carr, JL",FALSE
"Smith, PD",9,Smiley's People,"Carré, John le",FALSE
"de Waal, Kit",10,The Spy Who Came in From the Cold,"Carré, John le",FALSE
"Wilson, Laura",5,Alice in Wonderland,"Carroll, Lewis",FALSE
"Rundell, Katherine",6,Alice's Adventures in Wonderland,"Carroll, Lewis",FALSE
"Bakewell, Sarah",7,Alice's Adventures in Wonderland,"Carroll, Lewis",FALSE
"Thayil, Jeet",10,Silent Spring,"Carson, Rachel",FALSE
"Harris, Joanne",2,Nights at the Circus,"Carter, Angela",FALSE
"Ellis, Samantha",4,Nights at the Circus,"Carter, Angela",FALSE
"Mackintosh, Sophie",7,The Magic Toyshop,"Carter, Angela",FALSE
"Akbar, Arifa",8,Wise Children,"Carter, Angela",FALSE
"Knight, Lucy",5,Wise Children,"Carter, Angela",FALSE
"Carty-Williams, Candice",4,Where We Come From,"Casares, Oscar",FALSE
"Harris, Alexandra",5,My Ántonia,"Cather, Willa",TRUE
"Lee, Hermione",4,My Ántonia,"Cather, Willa",TRUE
"Anam, Tahmima",10,My Ántonia,"Cather, Willa",TRUE
"Brooks, Xan",5,My Ántonia,"Cather, Willa",TRUE
"Moss, Sarah",3,Shadows on the Rock,"Cather, Willa",FALSE
"Haynes, Natalie",6,The Luminaries,"Catton, Eleanor",FALSE
"Sands, Philippe",1,Soldiers of Salamis,"Cercas, Javier",FALSE
"Manguel, Alberto",1,Don Quixote,"Cervantes, Miguel de",TRUE
"Okri, Ben",1,Don Quixote,"Cervantes, Miguel de",TRUE
"Aridjis, Chloe",1,Don Quixote,"Cervantes, Miguel de",TRUE
"Armitstead, Claire",7,Don Quixote,"Cervantes, Miguel de",TRUE
"Batuman, Elif",5,Don Quixote,"Cervantes, Miguel de",TRUE
"Shafak, Elif",2,Don Quixote,"Cervantes, Miguel de",TRUE
"Vasquez, Juan Gabriel",1,Don Quixote,"Cervantes, Miguel de",TRUE
"Haig, Matt",7,Don Quixote,"Cervantes, Miguel de",TRUE
"Maarouf, Mazen",4,Don Quixote,"Cervantes, Miguel de",TRUE
"Rushdie, Salman",7,Don Quixote,"Cervantes, Miguel de",TRUE
"Lianke, Yan",1,Don Quixote,"Cervantes, Miguel de",TRUE
"Ellis, Samantha",10,The Amazing Adventures of Kavalier and Clay,"Chabon, Michael",FALSE
"Harris, Joanne",6,"To Be Taught, If Fortunate","Chambers, Becky",FALSE
"Khan, Uzma Aslam",6,Slave Old Man,"Chamoiseau, Patrick",FALSE
"Rankin, Ian",4,The Big Sleep,"Chandler, Raymond",FALSE
"Smith, PD",6,The Big Sleep,"Chandler, Raymond",FALSE
"Carson, Jan",8,And Then There Were None,"Christie, Agatha",FALSE
"Mosse, Kate",2,Sleeping Murder,"Christie, Agatha",FALSE
"Boyne, John",10,The Murder of Roger Ackroyd,"Christie, Agatha",FALSE
"Newman, Sandra",8,Jonathan Strange & Mr. Norrell,"Clarke, Susanna",FALSE
"Silcox, Beejay",9,Piranesi,"Clarke, Susanna",FALSE
"Harrison, Melissa",7,Piranesi,"Clarke, Susanna",FALSE
"Saniee, Parinoush",5,The Alchemist,"Coelho, Paulo",FALSE
"Self, John",4,Summertime,"Coetzee, J. M.",FALSE
"Hustvedt, Siri",10,Waiting for the Barbarians,"Coetzee, J. M.",FALSE
"Dawoor, Yagnishsing",5,Waiting for the Barbarians,"Coetzee, J. M.",FALSE
"Stuart, Douglas",4,Disgrace,"Coetzee, J. M.",TRUE
"Meek, James",1,Disgrace,"Coetzee, J. M.",TRUE
"Goddard, Kieran",10,Disgrace,"Coetzee, J. M.",TRUE
"Harvey, Samantha",9,Disgrace,"Coetzee, J. M.",TRUE
"Luiselli, Valeria",4,Disgrace,"Coetzee, J. M.",TRUE
"Thirlwell, Adam",10,Chéri,Colette,FALSE
"Edemariam, Aida",9,The Vagabond,Colette,FALSE
"Patterson, Ian",9,Elders and Betters,"Compton-Burnett, Ivy",FALSE
"Harrison, M. John",6,Who Was Changed and Who Was Dead,"Comyns, Barbara",FALSE
"Aridjis, Chloe",5,Heart of Darkness,"Conrad, Joseph",TRUE
"Owusu, Derek",7,Heart of Darkness,"Conrad, Joseph",TRUE
"Lynskey, Dorian",4,Heart of Darkness,"Conrad, Joseph",TRUE
"Vasquez, Juan Gabriel",5,Heart of Darkness,"Conrad, Joseph",TRUE
"Power, Kevin",6,Heart of Darkness,"Conrad, Joseph",TRUE
"Jasanoff, Maya",6,Heart of Darkness,"Conrad, Joseph",TRUE
"Leith, Sam",2,Heart of Darkness,"Conrad, Joseph",TRUE
"Barekat, Houman",4,Nostromo,"Conrad, Joseph",FALSE
"Taylor, Catherine",9,The Secret Agent,"Conrad, Joseph",FALSE
"Crown, Sarah",5,Grey King,"Cooper, Susan",FALSE
"Williams, Imogen Russell",8,The Dark Is Rising,"Cooper, Susan",FALSE
"Haynes, Natalie",5,The Dark Is Rising,"Cooper, Susan",FALSE
"Manguel, Alberto",3,Hopscotch,"Cortázar, Julio",FALSE
"Diop, David",6,A River Called Time,"Couto, Mia",FALSE
"Kushner, Rachel",2,Red Badge of Courage,"Crane, Stephen",FALSE
"Creamer, Ella",8,Outline,"Cusk, Rachel",FALSE
"Meek, James",7,Outline,"Cusk, Rachel",FALSE
"Hamya, Jo",6,Transit,"Cusk, Rachel",FALSE
"Crown, Sarah",10,Danny the Champion of the World,"Dahl, Roald",FALSE
"Saniee, Parinoush",1,Savushun,"Daneshvar, Simin",FALSE
"Taylor, Catherine",6,Nervous Conditions,"Dangarembga, Tsitsi",TRUE
"Day, Jon",5,Nervous Conditions,"Dangarembga, Tsitsi",TRUE
"Mengiste, Maaza",4,Nervous Conditions,"Dangarembga, Tsitsi",TRUE
"Walter, Natasha",8,Nervous Conditions,"Dangarembga, Tsitsi",TRUE
"Kelly, Stuart",5,House of Leaves,"Danielewski, Mark Z.",FALSE
"Jaggi, Maya",9,The Dew Breaker,"Danticat, Edwidge",FALSE
"Shariatmadari, David",1,The Deptford Trilogy,"Davies, Robertson",FALSE
"Murata, Sayaka",6,No Longer Human,"Dazai, Osamu",FALSE
"Younis, Nussaibah",6,Love Me Tender,"Debré, Constance",FALSE
"Myers, Benjamin",1,Robinson Crusoe,"Defoe, Daniel",FALSE
"Morrison, Blake",10,Robinson Crusoe,"Defoe, Daniel",FALSE
"Laing, Olivia",6,Robinson Crusoe,"Defoe, Daniel",FALSE
"Cohen, Joshua",3,Roxana,"Defoe, Daniel",FALSE
"Allan, Nina",6,Falling Man,"DeLillo, Don",FALSE
"Lynskey, Dorian",2,Libra,"DeLillo, Don",FALSE
"Dyer, Geoff",8,The Names,"DeLillo, Don",FALSE
"Messud, Claire",9,Underworld,"DeLillo, Don",FALSE
"Egan, Jennifer",8,Underworld,"DeLillo, Don",FALSE
"Kushner, Rachel",10,Underworld,"DeLillo, Don",FALSE
"Dunthorne, Joe",4,White Noise,"DeLillo, Don",FALSE
"Hamya, Jo",5,The Loneliness of Sonia and Sunny,"Desai, Kiran",FALSE
"Thayil, Jeet",9,All About H. Hatterr,"Desani, G. V.",FALSE
"Younis, Nussaibah",5,Vernon Subutex 1,"Despentes, Virginie",FALSE
"Day, Jon",4,The Last Samurai,"Dewitt, Helen",FALSE
"Gay, Roxane",9,In the Distance,"Díaz, Hernán",FALSE
"Roberts, Adam",6,Bleak House,"Dickens, Charles",TRUE
"Higgins, Charlotte",4,Bleak House,"Dickens, Charles",TRUE
"Mendelson, Charlotte",4,Bleak House,"Dickens, Charles",TRUE
"Nicholls, David",2,Bleak House,"Dickens, Charles",TRUE
"Rankin, Ian",1,Bleak House,"Dickens, Charles",TRUE
"Day, Jon",7,Bleak House,"Dickens, Charles",TRUE
"Cook, Jude",2,Bleak House,"Dickens, Charles",TRUE
"Hughes, Kathryn",3,Bleak House,"Dickens, Charles",TRUE
"Feigel, Lara",7,Bleak House,"Dickens, Charles",TRUE
"Tuttle, Lisa",4,Bleak House,"Dickens, Charles",TRUE
"Haddon, Mark",2,Bleak House,"Dickens, Charles",TRUE
"Jasanoff, Maya",2,Bleak House,"Dickens, Charles",TRUE
"Dolan, Naoise",5,Bleak House,"Dickens, Charles",TRUE
"Laing, Olivia",5,Bleak House,"Dickens, Charles",TRUE
"Smith, PD",4,Bleak House,"Dickens, Charles",TRUE
"Waters, Sarah",1,Bleak House,"Dickens, Charles",TRUE
"Hustvedt, Siri",3,Bleak House,"Dickens, Charles",TRUE
"Rustin, Susanna",9,Bleak House,"Dickens, Charles",TRUE
"Brooks, Xan",6,Bleak House,"Dickens, Charles",TRUE
"Smith, Ali",7,David Copperfield,"Dickens, Charles",TRUE
"Mendelson, Charlotte",2,David Copperfield,"Dickens, Charles",TRUE
"Birch, Dinah",3,David Copperfield,"Dickens, Charles",TRUE
"Johnston, Freya",5,David Copperfield,"Dickens, Charles",TRUE
"Boyne, John",4,David Copperfield,"Dickens, Charles",TRUE
"Viner, Katharine",7,David Copperfield,"Dickens, Charles",TRUE
"O’Farrell, Maggie",8,David Copperfield,"Dickens, Charles",TRUE
